sample,group,metric,endpoint,obs,null_mean,null_std,p_emp,Z_robust,n_perm,n_spots,n_edges,trace_L,tissue_area,tumor_frac
HCC1R,R,E_B,per_edge,0.7242580481672574,0.02659260768275868,1.9495698872439044e-16,0.09090909090909091,1.3351777361189372,10,3006,25551,51102.0,1952889.0,0.290778402730058
HCC2R,R,E_B,per_edge,2.011051701237838,0.030926103181344318,1.3144580257118897e-16,0.09090909090909091,1.3351777361189372,10,2766,22889,45778.0,7070947.999999999,0.27709775303526285
HCC3R,R,E_B,per_edge,0.39780275897623374,0.029258867672191952,9.533090750159294e-17,0.09090909090909091,1.3351777361189372,10,2170,17192,34384.0,1531981.9999999998,0.3639955245256927
HCC4R,R,E_B,per_edge,1.743367806664069,0.04125434277023399,7.614482313061178e-05,0.09090909090909091,1.3351777361189372,10,3002,24347,48694.0,2189158.5,0.3369104981638687
HCC5NR,NR,E_B,per_edge,0.0061694382187614215,0.004094670107492999,0.0045692837626748126,0.2727272727272727,0.6045853465832371,10,1320,10142,20284.0,1215773.0,0.3902165004171653
HCC6NR,NR,E_B,per_edge,0.09297211898083414,0.03714814740595517,8.175860506840004e-16,0.09090909090909091,1.3351777361189372,10,2575,20757,41514.0,8665060.5,0.3818030668974612
HCC7NR,NR,E_B,per_edge,0.00900172857460557,0.0017442975013686724,0.003240975272404206,0.18181818181818182,0.9084578685373852,10,2453,18692,37384.0,9151844.5,0.44557220926256585
HCC1R,R,E_CAF,per_edge,0.7305019135866699,0.025500176628066362,1.7101241535490975e-16,0.09090909090909091,1.3351777361189372,10,3006,25551,51102.0,1952889.0,0.290778402730058
HCC2R,R,E_CAF,per_edge,0.2049234518388871,0.02683224151228763,1.4646655648318945e-16,0.09090909090909091,1.3351777361189372,10,2766,22889,45778.0,7070947.999999999,0.27709775303526285
HCC3R,R,E_CAF,per_edge,0.7668881384348166,0.029496698154169027,2.1072428023433418e-16,0.09090909090909091,1.3351777361189372,10,2170,17192,34384.0,1531981.9999999998,0.3639955245256927
HCC4R,R,E_CAF,per_edge,1.343511116702299,0.02753043835120087,0.0044706703116994045,0.09090909090909091,1.3351777361189372,10,3002,24347,48694.0,2189158.5,0.3369104981638687
HCC5NR,NR,E_CAF,per_edge,0.001520326595835195,0.0002603481692302934,0.0002535470203419679,0.09090909090909091,1.3351777361189372,10,1320,10142,20284.0,1215773.0,0.3902165004171653
HCC6NR,NR,E_CAF,per_edge,0.779344654395369,0.018067841409847036,1.2087425714604275e-16,0.09090909090909091,1.3351777361189372,10,2575,20757,41514.0,8665060.5,0.3818030668974612
HCC7NR,NR,E_CAF,per_edge,0.03823895706731063,0.0030016486114542553,0.004039296336131961,0.09090909090909091,1.3351777361189372,10,2453,18692,37384.0,9151844.5,0.44557220926256585
HCC1R,R,E_CYTO,per_edge,0.34595461376149395,0.017025360289984963,8.975748268871435e-17,0.09090909090909091,1.3351777361189372,10,3006,25551,51102.0,1952889.0,0.290778402730058
HCC2R,R,E_CYTO,per_edge,0.15920597596562816,0.028444151300055166,2.0563608472603306e-16,0.09090909090909091,1.3351777361189372,10,2766,22889,45778.0,7070947.999999999,0.27709775303526285
HCC3R,R,E_CYTO,per_edge,0.7921859519123909,0.021871371396396784,1.3429045579175006e-16,0.09090909090909091,1.3351777361189372,10,2170,17192,34384.0,1531981.9999999998,0.3639955245256927
HCC4R,R,E_CYTO,per_edge,2.8944582691688123,0.029813893260400355,0.005223570247995427,0.09090909090909091,1.3351777361189372,10,3002,24347,48694.0,2189158.5,0.3369104981638687
HCC5NR,NR,E_CYTO,per_edge,0.051944304332760614,0.023319712582252697,0.001778756840813495,0.09090909090909091,1.3351777361189372,10,1320,10142,20284.0,1215773.0,0.3902165004171653
HCC6NR,NR,E_CYTO,per_edge,0.09952446385505892,0.02788077765850596,5.0175808259453595e-16,0.09090909090909091,1.3351777361189372,10,2575,20757,41514.0,8665060.5,0.3818030668974612
HCC7NR,NR,E_CYTO,per_edge,0.05149477935565662,0.010785227643967681,0.0011366156370381623,0.09090909090909091,1.3351777361189372,10,2453,18692,37384.0,9151844.5,0.44557220926256585
HCC1R,R,E_ENDO,per_edge,0.2171620898980006,0.018710509271971466,2.084210879341486e-16,0.09090909090909091,1.3351777361189372,10,3006,25551,51102.0,1952889.0,0.290778402730058
HCC2R,R,E_ENDO,per_edge,0.0442179219270513,0.02243447991132462,2.300716862529328e-16,0.09090909090909091,1.3351777361189372,10,2766,22889,45778.0,7070947.999999999,0.27709775303526285
HCC3R,R,E_ENDO,per_edge,1.0005306859435001,0.01868443349397811,9.263488332405011e-17,0.09090909090909091,1.3351777361189372,10,2170,17192,34384.0,1531981.9999999998,0.3639955245256927
HCC4R,R,E_ENDO,per_edge,1.4712275276998426,0.01733671386639931,0.001334844807547706,0.09090909090909091,1.3351777361189372,10,3002,24347,48694.0,2189158.5,0.3369104981638687
HCC5NR,NR,E_ENDO,per_edge,0.027168829673345864,0.0031197287109836895,0.0023818039701156367,0.09090909090909091,1.3351777361189372,10,1320,10142,20284.0,1215773.0,0.3902165004171653
HCC6NR,NR,E_ENDO,per_edge,0.6381868313459791,0.007476930578243016,1.8828064007939923e-16,0.09090909090909091,1.3351777361189372,10,2575,20757,41514.0,8665060.5,0.3818030668974612
HCC7NR,NR,E_ENDO,per_edge,0.0512705845596987,0.004189303691438551,0.006399432387043543,0.09090909090909091,1.3351777361189372,10,2453,18692,37384.0,9151844.5,0.44557220926256585
HCC1R,R,E_TAM,per_edge,0.5442108298917728,0.03717311730409354,1.5917163195247478e-16,0.09090909090909091,1.3351777361189372,10,3006,25551,51102.0,1952889.0,0.290778402730058
HCC2R,R,E_TAM,per_edge,1.8595229851466641,0.022178166199017846,1.4112164728056169e-16,0.09090909090909091,1.3351777361189372,10,2766,22889,45778.0,7070947.999999999,0.27709775303526285
HCC3R,R,E_TAM,per_edge,0.6320142722432888,0.019679285633482656,1.0041636801379755e-16,0.09090909090909091,1.3351777361189372,10,2170,17192,34384.0,1531981.9999999998,0.3639955245256927
HCC4R,R,E_TAM,per_edge,2.550158278342299,0.02765851380051043,0.00417527243157967,0.09090909090909091,1.3351777361189372,10,3002,24347,48694.0,2189158.5,0.3369104981638687
HCC5NR,NR,E_TAM,per_edge,0.021525059724851442,0.005467939123347718,0.003802893293679281,0.09090909090909091,1.3351777361189372,10,1320,10142,20284.0,1215773.0,0.3902165004171653
HCC6NR,NR,E_TAM,per_edge,0.09595410781110442,0.018802365535642053,4.635640754804907e-16,0.09090909090909091,1.3351777361189372,10,2575,20757,41514.0,8665060.5,0.3818030668974612
HCC7NR,NR,E_TAM,per_edge,0.05213408559018427,0.007480758705623124,0.006458173153511242,0.09090909090909091,1.3351777361189372,10,2453,18692,37384.0,9151844.5,0.44557220926256585
HCC1R,R,E_B,per_traceL,0.3621290240836287,0.01329630384137934,9.747849436219522e-17,0.09090909090909091,1.3351777361189372,10,3006,25551,51102.0,1952889.0,0.290778402730058
HCC2R,R,E_B,per_traceL,1.005525850618919,0.015463051590672159,6.572290128559448e-17,0.09090909090909091,1.3351777361189372,10,2766,22889,45778.0,7070947.999999999,0.27709775303526285
HCC3R,R,E_B,per_traceL,0.19890137948811687,0.014629433836095976,4.766545375079647e-17,0.09090909090909091,1.3351777361189372,10,2170,17192,34384.0,1531981.9999999998,0.3639955245256927
HCC4R,R,E_B,per_traceL,0.8716839033320345,0.020627171385116994,3.807241156530589e-05,0.09090909090909091,1.3351777361189372,10,3002,24347,48694.0,2189158.5,0.3369104981638687
HCC5NR,NR,E_B,per_traceL,0.0030847191093807107,0.0020473350537464994,0.0022846418813374063,0.2727272727272727,0.6045853465832371,10,1320,10142,20284.0,1215773.0,0.3902165004171653
HCC6NR,NR,E_B,per_traceL,0.04648605949041707,0.018574073702977586,4.087930253420002e-16,0.09090909090909091,1.3351777361189372,10,2575,20757,41514.0,8665060.5,0.3818030668974612
HCC7NR,NR,E_B,per_traceL,0.004500864287302785,0.0008721487506843362,0.001620487636202103,0.18181818181818182,0.9084578685373852,10,2453,18692,37384.0,9151844.5,0.44557220926256585
HCC1R,R,E_CAF,per_traceL,0.36525095679333497,0.012750088314033181,8.550620767745488e-17,0.09090909090909091,1.3351777361189372,10,3006,25551,51102.0,1952889.0,0.290778402730058
HCC2R,R,E_CAF,per_traceL,0.10246172591944355,0.013416120756143814,7.323327824159472e-17,0.09090909090909091,1.3351777361189372,10,2766,22889,45778.0,7070947.999999999,0.27709775303526285
HCC3R,R,E_CAF,per_traceL,0.3834440692174083,0.014748349077084513,1.0536214011716709e-16,0.09090909090909091,1.3351777361189372,10,2170,17192,34384.0,1531981.9999999998,0.3639955245256927
HCC4R,R,E_CAF,per_traceL,0.6717555583511495,0.013765219175600436,0.0022353351558497023,0.09090909090909091,1.3351777361189372,10,3002,24347,48694.0,2189158.5,0.3369104981638687
HCC5NR,NR,E_CAF,per_traceL,0.0007601632979175975,0.0001301740846151467,0.00012677351017098394,0.09090909090909091,1.3351777361189372,10,1320,10142,20284.0,1215773.0,0.3902165004171653
HCC6NR,NR,E_CAF,per_traceL,0.3896723271976845,0.009033920704923518,6.043712857302137e-17,0.09090909090909091,1.3351777361189372,10,2575,20757,41514.0,8665060.5,0.3818030668974612
HCC7NR,NR,E_CAF,per_traceL,0.019119478533655317,0.0015008243057271276,0.0020196481680659806,0.09090909090909091,1.3351777361189372,10,2453,18692,37384.0,9151844.5,0.44557220926256585
HCC1R,R,E_CYTO,per_traceL,0.17297730688074697,0.008512680144992481,4.4878741344357175e-17,0.09090909090909091,1.3351777361189372,10,3006,25551,51102.0,1952889.0,0.290778402730058
HCC2R,R,E_CYTO,per_traceL,0.07960298798281408,0.014222075650027583,1.0281804236301653e-16,0.09090909090909091,1.3351777361189372,10,2766,22889,45778.0,7070947.999999999,0.27709775303526285
HCC3R,R,E_CYTO,per_traceL,0.39609297595619547,0.010935685698198392,6.714522789587503e-17,0.09090909090909091,1.3351777361189372,10,2170,17192,34384.0,1531981.9999999998,0.3639955245256927
HCC4R,R,E_CYTO,per_traceL,1.4472291345844062,0.014906946630200178,0.0026117851239977133,0.09090909090909091,1.3351777361189372,10,3002,24347,48694.0,2189158.5,0.3369104981638687
HCC5NR,NR,E_CYTO,per_traceL,0.025972152166380307,0.011659856291126348,0.0008893784204067475,0.09090909090909091,1.3351777361189372,10,1320,10142,20284.0,1215773.0,0.3902165004171653
HCC6NR,NR,E_CYTO,per_traceL,0.04976223192752946,0.01394038882925298,2.5087904129726797e-16,0.09090909090909091,1.3351777361189372,10,2575,20757,41514.0,8665060.5,0.3818030668974612
HCC7NR,NR,E_CYTO,per_traceL,0.02574738967782831,0.0053926138219838405,0.0005683078185190812,0.09090909090909091,1.3351777361189372,10,2453,18692,37384.0,9151844.5,0.44557220926256585
HCC1R,R,E_ENDO,per_traceL,0.1085810449490003,0.009355254635985733,1.042105439670743e-16,0.09090909090909091,1.3351777361189372,10,3006,25551,51102.0,1952889.0,0.290778402730058
HCC2R,R,E_ENDO,per_traceL,0.02210896096352565,0.01121723995566231,1.150358431264664e-16,0.09090909090909091,1.3351777361189372,10,2766,22889,45778.0,7070947.999999999,0.27709775303526285
HCC3R,R,E_ENDO,per_traceL,0.5002653429717501,0.009342216746989054,4.6317441662025057e-17,0.09090909090909091,1.3351777361189372,10,2170,17192,34384.0,1531981.9999999998,0.3639955245256927
HCC4R,R,E_ENDO,per_traceL,0.7356137638499213,0.008668356933199655,0.000667422403773853,0.09090909090909091,1.3351777361189372,10,3002,24347,48694.0,2189158.5,0.3369104981638687
HCC5NR,NR,E_ENDO,per_traceL,0.013584414836672932,0.0015598643554918447,0.0011909019850578184,0.09090909090909091,1.3351777361189372,10,1320,10142,20284.0,1215773.0,0.3902165004171653
HCC6NR,NR,E_ENDO,per_traceL,0.31909341567298954,0.003738465289121508,9.414032003969961e-17,0.09090909090909091,1.3351777361189372,10,2575,20757,41514.0,8665060.5,0.3818030668974612
HCC7NR,NR,E_ENDO,per_traceL,0.02563529227984935,0.0020946518457192753,0.0031997161935217715,0.09090909090909091,1.3351777361189372,10,2453,18692,37384.0,9151844.5,0.44557220926256585
HCC1R,R,E_TAM,per_traceL,0.2721054149458864,0.01858655865204677,7.958581597623739e-17,0.09090909090909091,1.3351777361189372,10,3006,25551,51102.0,1952889.0,0.290778402730058
HCC2R,R,E_TAM,per_traceL,0.9297614925733321,0.011089083099508923,7.056082364028084e-17,0.09090909090909091,1.3351777361189372,10,2766,22889,45778.0,7070947.999999999,0.27709775303526285
HCC3R,R,E_TAM,per_traceL,0.3160071361216444,0.009839642816741328,5.020818400689877e-17,0.09090909090909091,1.3351777361189372,10,2170,17192,34384.0,1531981.9999999998,0.3639955245256927
HCC4R,R,E_TAM,per_traceL,1.2750791391711496,0.013829256900255216,0.002087636215789835,0.09090909090909091,1.3351777361189372,10,3002,24347,48694.0,2189158.5,0.3369104981638687
HCC5NR,NR,E_TAM,per_traceL,0.010762529862425721,0.002733969561673859,0.0019014466468396404,0.09090909090909091,1.3351777361189372,10,1320,10142,20284.0,1215773.0,0.3902165004171653
HCC6NR,NR,E_TAM,per_traceL,0.04797705390555221,0.009401182767821026,2.3178203774024534e-16,0.09090909090909091,1.3351777361189372,10,2575,20757,41514.0,8665060.5,0.3818030668974612
HCC7NR,NR,E_TAM,per_traceL,0.026067042795092137,0.003740379352811562,0.003229086576755621,0.09090909090909091,1.3351777361189372,10,2453,18692,37384.0,9151844.5,0.44557220926256585
HCC1R,R,E_B,raw,18505.517388721593,679.4677189021669,4.9885079673961626e-12,0.09090909090909091,1.3351777361189372,10,3006,25551,51102.0,1952889.0,0.290778402730058
HCC2R,R,E_B,raw,46030.96238963288,707.86757571779,3.016452674596985e-12,0.09090909090909091,1.3351777361189372,10,2766,22889,45778.0,7070947.999999999,0.27709775303526285
HCC3R,R,E_B,raw,6839.0250323194105,503.018453020324,1.6416828124700853e-12,0.09090909090909091,1.3351777361189372,10,2170,17192,34384.0,1531981.9999999998,0.3639955245256927
HCC4R,R,E_B,raw,42445.77598885009,1004.4194834268868,1.8538980087610115,0.09090909090909091,1.3351777361189372,10,3002,24347,48694.0,2189158.5,0.3369104981638687
HCC5NR,NR,E_B,raw,62.57044241467833,41.528144230193995,46.34167592104795,0.2727272727272727,0.6045853465832371,10,1320,10142,20284.0,1215773.0,0.3902165004171653
HCC6NR,NR,E_B,raw,1929.8222736851742,771.0840957054115,1.6981061627757333e-11,0.09090909090909091,1.3351777361189372,10,2575,20757,41514.0,8665060.5,0.3818030668974612
HCC7NR,NR,E_B,raw,168.2603105165273,32.604408895583234,60.58030979177943,0.18181818181818182,0.9084578685373852,10,2453,18692,37384.0,9151844.5,0.44557220926256585
HCC1R,R,E_CAF,raw,18665.054394053004,651.5550130237236,4.379083585004058e-12,0.09090909090909091,1.3351777361189372,10,3006,25551,51102.0,1952889.0,0.290778402730058
HCC2R,R,E_CAF,raw,4690.492889140287,614.1631759747515,3.351737861801816e-12,0.09090909090909091,1.3351777361189372,10,2766,22889,45778.0,7070947.999999999,0.27709775303526285
HCC3R,R,E_CAF,raw,13184.340875971367,507.10723466647386,3.625032776356083e-12,0.09090909090909091,1.3351777361189372,10,2170,17192,34384.0,1531981.9999999998,0.3639955245256927
HCC4R,R,E_CAF,raw,32710.465158350875,670.2835825366876,108.84741007894542,0.09090909090909091,1.3351777361189372,10,3002,24347,48694.0,2189158.5,0.3369104981638687
HCC5NR,NR,E_CAF,raw,15.419152334960547,2.6404511323336353,2.5714738803082384,0.09090909090909091,1.3351777361189372,10,1320,10142,20284.0,1215773.0,0.3902165004171653
HCC6NR,NR,E_CAF,raw,16176.856991284676,375.0341841441949,2.5208630332593002e-12,0.09090909090909091,1.3351777361189372,10,2575,20757,41514.0,8665060.5,0.3818030668974612
HCC7NR,NR,E_CAF,raw,714.7625855021704,56.10681584530295,75.50252711497862,0.09090909090909091,1.3351777361189372,10,2453,18692,37384.0,9151844.5,0.44557220926256585
HCC1R,R,E_CYTO,raw,8839.486336219932,435.0149807694058,2.296220845252476e-12,0.09090909090909091,1.3351777361189372,10,3006,25551,51102.0,1952889.0,0.290778402730058
HCC2R,R,E_CYTO,raw,3644.0655838772627,651.0581791069627,4.702843993599679e-12,0.09090909090909091,1.3351777361189372,10,2766,22889,45778.0,7070947.999999999,0.27709775303526285
HCC3R,R,E_CYTO,raw,13619.260885277825,376.01261704685356,2.3208549080884044e-12,0.09090909090909091,1.3351777361189372,10,2170,17192,34384.0,1531981.9999999998,0.3639955245256927
HCC4R,R,E_CYTO,raw,70471.37547945307,725.8788592109674,127.17826482794464,0.09090909090909091,1.3351777361189372,10,3002,24347,48694.0,2189158.5,0.3369104981638687
HCC5NR,NR,E_CYTO,raw,526.8191345428581,236.50852500920686,18.040151879530463,0.09090909090909091,1.3351777361189372,10,1320,10142,20284.0,1215773.0,0.3902165004171653
HCC6NR,NR,E_CYTO,raw,2065.829296239458,578.7213018576082,1.0408897665361172e-11,0.09090909090909091,1.3351777361189372,10,2575,20757,41514.0,8665060.5,0.3818030668974612
HCC7NR,NR,E_CYTO,raw,962.5404157159336,201.59747512104394,21.24561948751733,0.09090909090909091,1.3351777361189372,10,2453,18692,37384.0,9151844.5,0.44557220926256585
HCC1R,R,E_ENDO,raw,5548.708558983813,478.0722224081429,5.330233786543424e-12,0.09090909090909091,1.3351777361189372,10,3006,25551,51102.0,1952889.0,0.290778402730058
HCC2R,R,E_ENDO,raw,1012.1040149882771,513.5028106903092,5.263344535776063e-12,0.09090909090909091,1.3351777361189372,10,2766,22889,45778.0,7070947.999999999,0.27709775303526285
HCC3R,R,E_ENDO,raw,17201.123552740653,321.2227806284715,1.591108116631222e-12,0.09090909090909091,1.3351777361189372,10,2170,17192,34384.0,1531981.9999999998,0.3639955245256927
HCC4R,R,E_ENDO,raw,35819.97661690807,422.096972505224,32.49946652936399,0.09090909090909091,1.3351777361189372,10,3002,24347,48694.0,2189158.5,0.3369104981638687
HCC5NR,NR,E_ENDO,raw,275.54627054707373,31.640288586796572,24.156255864912787,0.09090909090909091,1.3351777361189372,10,1320,10142,20284.0,1215773.0,0.3902165004171653
HCC6NR,NR,E_ENDO,raw,13246.844058248487,155.19864801259027,3.910087687529033e-12,0.09090909090909091,1.3351777361189372,10,2575,20757,41514.0,8665060.5,0.3818030668974612
HCC7NR,NR,E_ENDO,raw,958.3497665898881,78.30646460036937,119.6181901786179,0.09090909090909091,1.3351777361189372,10,2453,18692,37384.0,9151844.5,0.44557220926256585
HCC1R,R,E_TAM,raw,13905.130914564688,949.8103202368942,4.050507432668957e-12,0.09090909090909091,1.3351777361189372,10,3006,25551,51102.0,1952889.0,0.290778402730058
HCC2R,R,E_TAM,raw,42562.621607021996,507.6360461293195,3.229686791511584e-12,0.09090909090909091,1.3351777361189372,10,2766,22889,45778.0,7070947.999999999,0.27709775303526285
HCC3R,R,E_TAM,raw,10865.589368406621,338.3262786108338,1.716351240259355e-12,0.09090909090909091,1.3351777361189372,10,2170,17192,34384.0,1531981.9999999998,0.3639955245256927
HCC4R,R,E_TAM,raw,62088.70360279996,673.4018355010276,101.65535789167022,0.09090909090909091,1.3351777361189372,10,3002,24347,48694.0,2189158.5,0.3369104981638687
HCC5NR,NR,E_TAM,raw,218.3071557294433,55.45583858899256,38.56894378449527,0.09090909090909091,1.3351777361189372,10,1320,10142,20284.0,1215773.0,0.3902165004171653
HCC6NR,NR,E_TAM,raw,1991.7194158350944,390.28070142332206,9.624012177156915e-12,0.09090909090909091,1.3351777361189372,10,2575,20757,41514.0,8665060.5,0.3818030668974612
HCC7NR,NR,E_TAM,raw,974.4903278517245,139.83034172550745,120.71617258543215,0.09090909090909091,1.3351777361189372,10,2453,18692,37384.0,9151844.5,0.44557220926256585
